ticker,name,close,change,change_abs,volume,market_cap_basic,price_earnings_ttm,sector,industry
NASDAQ:MESA,MESA,1.47,0,0,65530,61544452.99999999,,Transportation,Airlines
NASDAQ:BYFC,BYFC,6.69,0.4519587381191912,0.030100000000000016,1252,61520632,,Finance,Savings Banks
NASDAQ:AIRT,AIRT,22.76,1.4581262342363293,0.3271000000000015,204,61512059.15240562,,Transportation,Air Freight/Couriers
OTC:ISVLF,ISVLF,0.1901,-4.038364462392734,-0.008000000000000007,204807,61508045.58925925,,Non-Energy Minerals,Precious Metals
NASDAQ:XBP,XBP,0.5228,3.8331678252234553,0.019300000000000095,242501,61437346.1100298,,Technology Services,Packaged Software
NASDAQ:CIGL,CIGL,2.75,1.8518518518518452,0.04999999999999982,1558,61397561.5,,Commercial Services,Miscellaneous Commercial Services
NYSE:SST,SST,6.1877,3.9949579831932813,0.23770000000000024,5373,61348226.196689084,,Technology Services,Packaged Software
NASDAQ:OTLK,OTLK,1.38,6.153846153846142,0.07999999999999985,682108,61298948.21538462,,Health Technology,Pharmaceuticals: Major
NASDAQ:ALGS,ALGS,9.95,4.847207586933604,0.4599999999999991,12117,61206171.02739726,,Health Technology,Pharmaceuticals: Major
OTC:AVAI,AVAI,0.44365,3.4510901247522394,0.01479999999999998,16369,61059312.079748176,,Technology Services,Packaged Software
NASDAQ:FLNT,FLNT,2.14,-0.46511627906975755,-0.009999999999999787,9787,60983304.28837211,,Technology Services,Data Processing Services
OTC:RLAIF,RLAIF,0.4261,-0.10549759699918085,-0.00045000000000000595,30969,60911625.628,,Commercial Services,Miscellaneous Commercial Services
OTC:ORRCF,ORRCF,0.2412,-3.05466237942122,-0.007599999999999996,4490,60898131.954782605,,Non-Energy Minerals,Precious Metals
OTC:SRGXF,SRGXF,0.17616,0.6628571428571556,0.0011600000000000221,12550,60848216.206080005,,Non-Energy Minerals,Other Metals/Minerals
NASDAQ:KSCP,KSCP,5.975,4.8245614035087625,0.27499999999999947,284206,60844253.11403508,,Producer Manufacturing,Industrial Machinery
OTC:IBATF,IBATF,0.2046,-2.571428571428566,-0.005399999999999988,38000,60787412.928,,Process Industries,Chemicals: Specialty
OTC:PGLDF,PGLDF,0.28442,-1.924137931034474,-0.005579999999999974,74447,60746806.66693671,77.44588155207626,Non-Energy Minerals,Precious Metals
OTC:OGOFF,OGOFF,0.435,-0.022983222247756608,-9.999999999998899e-05,25000,60740807.82786885,,Process Industries,Agricultural Commodities/Milling
NASDAQ:AIRTP,AIRTP,19.25,0,0,534,60628026,,Transportation,Air Freight/Couriers
OTC:SVVB,SVVB,17.625,-0.9831460674157343,-0.1750000000000007,1255,60514944.03959563,,Finance,Regional Banks
NASDAQ:MAXN,MAXN,3.58,0.5617977528089892,0.020000000000000018,34096,60490287.56741572,,Utilities,Alternative Power Generation
NASDAQ:OAKU,OAKU,12.06,1.3445378151260516,0.16000000000000014,300,60479993.97983193,,Finance,Financial Conglomerates
NASDAQ:REFR,REFR,1.792,9.268292682926838,0.15200000000000014,58855,60297617.01463415,,Consumer Durables,Home Furnishings
